key,value
face_count,8479336
selected_count,169587
selected_fraction,0.020000033021453565
selected_area_mean,1.0
selected_boundary_risk_mean,0.0
selected_positive_evidence_mean,0.16075526682454006
selected_explanation_debt_mean,0.0
label_counts,{}
