scene,frame,base_render_path,method_render_path,gt_path,clean_PSNR,method_PSNR,dPSNR_vs_clean,clean_SSIM,method_SSIM,dSSIM_vs_clean,clean_LPIPS,method_LPIPS,dLPIPS_vs_clean,phasej_PSNR,phasej_SSIM,phasej_LPIPS,changed_pixel_fraction,mean_abs_rgb_delta,max_abs_rgb_delta,strict_rgb_win_vs_clean
counter,00020.png,outputs/carnet/meshsplatopt/ecsr_phase_f/policy_val_compaction_ladder_v2_envfix/counter/ratio_0200/compact_model/test/ours_26000_phasef_extra_compact_base/renders/00020.png,/dev/shm/peilincai_spcarnet_v100_checkpoint_attached_ela_fixed_counter_20260625/recovery_model/test/ours_26000_v100_checkpoint_attached_ela_endpoint/renders/00020.png,/dev/shm/peilincai_spcarnet_v100_checkpoint_attached_ela_fixed_counter_20260625/recovery_model/test/ours_26000_v100_checkpoint_attached_ela_endpoint/gt/00020.png,28.661840438842773,30.551773071289062,1.889932632446289,0.8652180433273315,0.9048314690589905,0.039613425731658936,0.2561759948730469,0.17386563122272491,-0.08231036365032196,30.551773071289062,0.9048314690589905,0.17386563122272491,0.987327516078949,0.010806665755808353,0.2500000298023224,True
counter,00021.png,outputs/carnet/meshsplatopt/ecsr_phase_f/policy_val_compaction_ladder_v2_envfix/counter/ratio_0200/compact_model/test/ours_26000_phasef_extra_compact_base/renders/00021.png,/dev/shm/peilincai_spcarnet_v100_checkpoint_attached_ela_fixed_counter_20260625/recovery_model/test/ours_26000_v100_checkpoint_attached_ela_endpoint/renders/00021.png,/dev/shm/peilincai_spcarnet_v100_checkpoint_attached_ela_fixed_counter_20260625/recovery_model/test/ours_26000_v100_checkpoint_attached_ela_endpoint/gt/00021.png,27.356111526489258,29.279186248779297,1.923074722290039,0.8575570583343506,0.8915627598762512,0.034005701541900635,0.2894725799560547,0.21628588438034058,-0.07318669557571411,29.279186248779297,0.8915627598762512,0.21628588438034058,0.9643347263336182,0.01054079458117485,0.2500000298023224,True
counter,00022.png,outputs/carnet/meshsplatopt/ecsr_phase_f/policy_val_compaction_ladder_v2_envfix/counter/ratio_0200/compact_model/test/ours_26000_phasef_extra_compact_base/renders/00022.png,/dev/shm/peilincai_spcarnet_v100_checkpoint_attached_ela_fixed_counter_20260625/recovery_model/test/ours_26000_v100_checkpoint_attached_ela_endpoint/renders/00022.png,/dev/shm/peilincai_spcarnet_v100_checkpoint_attached_ela_fixed_counter_20260625/recovery_model/test/ours_26000_v100_checkpoint_attached_ela_endpoint/gt/00022.png,27.302244186401367,28.980331420898438,1.6780872344970703,0.8791646957397461,0.9128415584564209,0.033676862716674805,0.2144937366247177,0.15402613580226898,-0.06046760082244873,28.980331420898438,0.9128415584564209,0.15402613580226898,0.9757006764411926,0.010047497227787971,0.2500000298023224,True
counter,00023.png,outputs/carnet/meshsplatopt/ecsr_phase_f/policy_val_compaction_ladder_v2_envfix/counter/ratio_0200/compact_model/test/ours_26000_phasef_extra_compact_base/renders/00023.png,/dev/shm/peilincai_spcarnet_v100_checkpoint_attached_ela_fixed_counter_20260625/recovery_model/test/ours_26000_v100_checkpoint_attached_ela_endpoint/renders/00023.png,/dev/shm/peilincai_spcarnet_v100_checkpoint_attached_ela_fixed_counter_20260625/recovery_model/test/ours_26000_v100_checkpoint_attached_ela_endpoint/gt/00023.png,28.83157730102539,30.986587524414062,2.155010223388672,0.8977212309837341,0.9217236638069153,0.024002432823181152,0.20999181270599365,0.14955554902553558,-0.06043626368045807,30.986587524414062,0.9217236638069153,0.14955554902553558,0.9885029792785645,0.010138947516679764,0.2500000298023224,True
counter,00024.png,outputs/carnet/meshsplatopt/ecsr_phase_f/policy_val_compaction_ladder_v2_envfix/counter/ratio_0200/compact_model/test/ours_26000_phasef_extra_compact_base/renders/00024.png,/dev/shm/peilincai_spcarnet_v100_checkpoint_attached_ela_fixed_counter_20260625/recovery_model/test/ours_26000_v100_checkpoint_attached_ela_endpoint/renders/00024.png,/dev/shm/peilincai_spcarnet_v100_checkpoint_attached_ela_fixed_counter_20260625/recovery_model/test/ours_26000_v100_checkpoint_attached_ela_endpoint/gt/00024.png,28.705291748046875,30.56183624267578,1.8565444946289062,0.8835042119026184,0.9155963063240051,0.03209209442138672,0.25762122869491577,0.18074966967105865,-0.07687155902385712,30.56183624267578,0.9155963063240051,0.18074966967105865,0.9839482307434082,0.01036213617771864,0.25,True
counter,00025.png,outputs/carnet/meshsplatopt/ecsr_phase_f/policy_val_compaction_ladder_v2_envfix/counter/ratio_0200/compact_model/test/ours_26000_phasef_extra_compact_base/renders/00025.png,/dev/shm/peilincai_spcarnet_v100_checkpoint_attached_ela_fixed_counter_20260625/recovery_model/test/ours_26000_v100_checkpoint_attached_ela_endpoint/renders/00025.png,/dev/shm/peilincai_spcarnet_v100_checkpoint_attached_ela_fixed_counter_20260625/recovery_model/test/ours_26000_v100_checkpoint_attached_ela_endpoint/gt/00025.png,30.102947235107422,32.310150146484375,2.207202911376953,0.9056714773178101,0.9283316731452942,0.02266019582748413,0.19335006177425385,0.1440141499042511,-0.04933591187000275,32.310150146484375,0.9283316731452942,0.1440141499042511,0.9829694032669067,0.008546869270503521,0.2500000298023224,True
counter,00026.png,outputs/carnet/meshsplatopt/ecsr_phase_f/policy_val_compaction_ladder_v2_envfix/counter/ratio_0200/compact_model/test/ours_26000_phasef_extra_compact_base/renders/00026.png,/dev/shm/peilincai_spcarnet_v100_checkpoint_attached_ela_fixed_counter_20260625/recovery_model/test/ours_26000_v100_checkpoint_attached_ela_endpoint/renders/00026.png,/dev/shm/peilincai_spcarnet_v100_checkpoint_attached_ela_fixed_counter_20260625/recovery_model/test/ours_26000_v100_checkpoint_attached_ela_endpoint/gt/00026.png,29.669370651245117,32.73313903808594,3.0637683868408203,0.899198055267334,0.9320405721664429,0.03284251689910889,0.20860598981380463,0.1404510736465454,-0.06815491616725922,32.73313903808594,0.9320405721664429,0.1404510736465454,0.9852325320243835,0.010468361899256706,0.2500000298023224,True
counter,00027.png,outputs/carnet/meshsplatopt/ecsr_phase_f/policy_val_compaction_ladder_v2_envfix/counter/ratio_0200/compact_model/test/ours_26000_phasef_extra_compact_base/renders/00027.png,/dev/shm/peilincai_spcarnet_v100_checkpoint_attached_ela_fixed_counter_20260625/recovery_model/test/ours_26000_v100_checkpoint_attached_ela_endpoint/renders/00027.png,/dev/shm/peilincai_spcarnet_v100_checkpoint_attached_ela_fixed_counter_20260625/recovery_model/test/ours_26000_v100_checkpoint_attached_ela_endpoint/gt/00027.png,26.175090789794922,28.684141159057617,2.5090503692626953,0.8700504302978516,0.9104970097541809,0.040446579456329346,0.222310870885849,0.13883985579013824,-0.08347101509571075,28.684141159057617,0.9104970097541809,0.13883985579013824,0.9861674904823303,0.014032924547791481,0.2500000298023224,True
counter,00028.png,outputs/carnet/meshsplatopt/ecsr_phase_f/policy_val_compaction_ladder_v2_envfix/counter/ratio_0200/compact_model/test/ours_26000_phasef_extra_compact_base/renders/00028.png,/dev/shm/peilincai_spcarnet_v100_checkpoint_attached_ela_fixed_counter_20260625/recovery_model/test/ours_26000_v100_checkpoint_attached_ela_endpoint/renders/00028.png,/dev/shm/peilincai_spcarnet_v100_checkpoint_attached_ela_fixed_counter_20260625/recovery_model/test/ours_26000_v100_checkpoint_attached_ela_endpoint/gt/00028.png,26.354461669921875,27.808753967285156,1.4542922973632812,0.8676291704177856,0.8895013928413391,0.021872222423553467,0.23744885623455048,0.18559737503528595,-0.051851481199264526,27.808753967285156,0.8895013928413391,0.18559737503528595,0.8786368370056152,0.013020360842347145,0.2500000298023224,True
counter,00029.png,outputs/carnet/meshsplatopt/ecsr_phase_f/policy_val_compaction_ladder_v2_envfix/counter/ratio_0200/compact_model/test/ours_26000_phasef_extra_compact_base/renders/00029.png,/dev/shm/peilincai_spcarnet_v100_checkpoint_attached_ela_fixed_counter_20260625/recovery_model/test/ours_26000_v100_checkpoint_attached_ela_endpoint/renders/00029.png,/dev/shm/peilincai_spcarnet_v100_checkpoint_attached_ela_fixed_counter_20260625/recovery_model/test/ours_26000_v100_checkpoint_attached_ela_endpoint/gt/00029.png,23.95962142944336,24.28050994873047,0.3208885192871094,0.8006290793418884,0.8075205683708191,0.006891489028930664,0.3282466232776642,0.2868342101573944,-0.041412413120269775,24.28050994873047,0.8075205683708191,0.2868342101573944,0.9139236807823181,0.012045025825500488,0.2500000298023224,True
