scene,run_label,method_name,model_path,results_path,per_view_path,attached_ela_manifest_path,PSNR,SSIM,LPIPS,clean_PSNR,clean_SSIM,clean_LPIPS,gate_PSNR,gate_SSIM,gate_LPIPS,phasej_PSNR,phasej_SSIM,phasej_LPIPS,v98b_PSNR,v98b_SSIM,v98b_LPIPS,source_ela_PSNR,source_ela_SSIM,source_ela_LPIPS,pre_triangles,post_triangles,pre_vertices,post_vertices,delta_triangles,delta_vertices,topology_unchanged,geometry_inherited,depth_abs_rel,depth_mae,normal_mean_ang_deg,geometry_safe,per_view_count,per_view_strict_rgb_wins_vs_clean,per_view_worst_dPSNR,per_view_worst_dSSIM,per_view_worst_dLPIPS,attached_ela_enabled,non_noop_pass,changed_pixel_fraction_mean,mean_abs_rgb_delta,max_abs_rgb_delta,wandb_project,wandb_group,wandb_name,wandb_mode,verdict,dPSNR_vs_clean,dSSIM_vs_clean,dLPIPS_vs_clean,gate_pass,dPSNR_vs_phasej,dSSIM_vs_phasej,dLPIPS_vs_phasej,phasej_ceiling_hit,dPSNR_vs_v98b,dSSIM_vs_v98b,dLPIPS_vs_v98b,beats_v98b,dPSNR_vs_source_ela,dSSIM_vs_source_ela,dLPIPS_vs_source_ela
counter,v100_checkpoint_attached_ela_counter,ours_26000_v100_checkpoint_attached_ela_endpoint,/dev/shm/peilincai_spcarnet_v100_checkpoint_attached_ela_20260625/counter_v100_checkpoint_attached_ela/recovery_model,/dev/shm/peilincai_spcarnet_v100_checkpoint_attached_ela_20260625/counter_v100_checkpoint_attached_ela/recovery_model/results.json,/dev/shm/peilincai_spcarnet_v100_checkpoint_attached_ela_20260625/counter_v100_checkpoint_attached_ela/recovery_model/per_view.json,/dev/shm/peilincai_spcarnet_v100_checkpoint_attached_ela_20260625/counter_v100_checkpoint_attached_ela/recovery_model/endpoint_gate_report.json,28.44917106628418,0.8937307000160217,0.18647237122058868,26.7517738342,0.8620552421,0.2520033121,26.7561378479,0.8621263504,0.2516906559,28.44917106628418,0.8937307000160217,0.18647237122058868,26.728172302246094,0.8608306646347046,0.25700774788856506,27.2404232025,0.864144206,0.2497010678,9841068,9644247,2483979,2478825,0,0,True,True,0.007637891933208581,0.05870170695985939,27.08544953070305,True,30,30,0.3208885192871094,0.006891489028930664,-0.036709874868392944,True,True,0.9725259164969127,0.011307063760856788,0.2500000298023224,spcarnet_meshprior,v100_checkpoint_attached_ela_endpoint,counter_v100_checkpoint_attached_ela_endpoint,offline,PASS_COUNTER_GATE,1.6973972320841781,0.031675457916021776,-0.0655309408794113,True,0.0,0.0,0.0,True,1.720998764038086,0.03290003538131714,-0.07053537666797638,True,1.208747863784179,0.029586494016021758,-0.06322869657941133
