key,value
face_count,9841068
selected_count,196821
selected_fraction,0.019999963418604567
selected_area_mean,1.0
selected_boundary_risk_mean,0.0
selected_positive_evidence_mean,0.002407617723454137
selected_explanation_debt_mean,0.0
label_counts,{}
